frame,face_id,timestamp,confidence,success,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
256,0,17.000,0.98,1,-41.9,17.6,405.3,-0.069,-0.077,-0.041,0.99,0.86,0.56,0.46,1.03,1.25,0.00,0.51,2.07,1.01,0.00,0.00,1.85,0.00,2.30,0.91,0.53,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
257,0,17.067,0.98,1,-41.9,17.7,404.0,-0.080,-0.077,-0.043,1.11,1.02,0.66,0.77,0.96,1.36,0.00,0.82,1.98,1.27,0.00,0.00,2.07,0.00,2.36,0.96,0.60,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
258,0,17.133,0.98,1,-42.0,18.0,403.2,-0.084,-0.077,-0.043,1.09,1.01,0.68,0.89,0.89,1.17,0.00,0.86,1.95,1.00,0.09,0.00,1.93,0.00,2.49,1.07,0.55,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
259,0,17.200,0.98,1,-42.4,18.0,402.1,-0.090,-0.081,-0.043,1.32,1.14,0.78,0.81,0.93,1.32,0.00,0.83,1.93,0.95,0.18,0.00,1.92,0.00,2.54,0.76,0.47,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
260,0,17.267,0.98,1,-43.1,17.9,401.8,-0.094,-0.083,-0.044,1.11,1.25,0.76,0.62,0.89,1.23,0.00,0.80,1.76,0.76,0.24,0.00,1.84,0.00,2.52,0.74,0.50,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
261,0,17.333,0.98,1,-43.7,17.7,401.5,-0.100,-0.082,-0.046,1.04,1.22,0.85,0.93,0.81,1.12,0.01,0.73,1.67,0.86,0.26,0.00,1.88,0.00,2.49,0.78,0.50,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
262,0,17.400,0.98,1,-44.2,17.5,401.3,-0.101,-0.084,-0.048,1.33,1.28,1.06,1.06,0.83,0.99,0.00,0.65,1.64,0.76,0.31,0.00,1.74,0.00,2.49,0.98,0.58,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
263,0,17.467,0.98,1,-44.6,17.4,402.5,-0.088,-0.084,-0.048,1.11,1.13,0.74,0.82,0.79,1.19,0.00,0.76,1.62,1.02,0.23,0.00,1.77,0.00,2.51,1.09,0.54,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
264,0,17.533,0.98,1,-44.9,17.0,404.2,-0.089,-0.082,-0.048,0.81,1.00,0.58,0.41,0.82,0.81,0.00,0.73,1.69,0.88,0.18,0.00,1.92,0.00,2.22,0.69,0.57,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
265,0,17.600,0.98,1,-44.9,16.9,405.3,-0.086,-0.088,-0.047,0.74,1.05,0.51,0.63,0.80,0.65,0.00,0.50,1.85,0.89,0.07,0.00,1.84,0.00,2.12,0.58,0.61,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
266,0,17.667,0.98,1,-45.1,16.7,406.4,-0.079,-0.090,-0.044,0.92,0.99,0.52,0.43,0.96,0.89,0.00,0.58,2.13,0.71,0.00,0.00,1.82,0.00,2.13,0.61,0.57,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
267,0,17.733,0.98,1,-45.3,16.9,407.9,-0.073,-0.091,-0.040,0.75,0.86,0.52,0.39,1.00,0.64,0.00,0.53,2.20,0.80,0.11,0.00,1.54,0.00,2.24,0.68,0.62,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
268,0,17.800,0.98,1,-45.2,16.9,407.6,-0.076,-0.091,-0.041,0.86,0.87,0.53,0.25,0.98,0.46,0.00,0.62,2.09,1.04,0.14,0.00,1.66,0.00,2.17,0.64,0.57,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
269,0,17.867,0.98,1,-45.4,17.2,407.6,-0.068,-0.092,-0.040,0.69,0.80,0.32,0.22,0.86,0.32,0.00,0.50,2.09,0.66,0.07,0.00,1.54,0.00,2.07,0.32,0.60,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
270,0,17.933,0.98,1,-45.9,17.6,408.9,-0.069,-0.095,-0.041,0.81,0.83,0.48,0.79,0.88,0.43,0.00,0.34,2.04,0.68,0.09,0.00,1.78,0.00,1.88,0.14,0.96,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
271,0,18.000,0.98,1,-46.1,18.0,408.8,-0.066,-0.092,-0.041,0.91,0.86,0.24,0.32,0.89,0.45,0.00,0.34,1.99,0.55,0.11,0.00,1.90,0.00,1.77,0.17,1.13,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
272,0,18.067,0.98,1,-46.1,18.3,407.7,-0.061,-0.096,-0.043,0.86,0.82,0.19,0.55,0.89,0.43,0.00,0.26,1.78,0.34,0.24,0.00,2.08,0.00,1.61,0.00,1.14,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
273,0,18.133,0.98,1,-46.3,18.4,407.4,-0.069,-0.096,-0.045,0.79,0.91,0.24,0.47,0.74,0.53,0.00,0.00,1.56,0.87,0.32,0.00,1.97,0.00,1.12,0.00,1.02,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
274,0,18.200,0.98,1,-47.0,18.7,407.1,-0.083,-0.089,-0.044,0.64,0.88,0.25,0.73,0.51,0.28,0.00,0.00,1.14,0.44,0.45,0.00,2.01,0.00,0.47,0.00,1.16,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
275,0,18.267,0.98,1,-47.5,18.8,407.4,-0.082,-0.090,-0.044,0.64,0.90,0.10,0.50,0.36,0.21,0.00,0.00,1.02,0.63,0.60,0.00,1.80,0.00,0.20,0.00,1.15,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
276,0,18.333,0.98,1,-48.0,19.1,408.2,-0.083,-0.086,-0.044,0.73,0.87,0.24,0.61,0.36,0.31,0.00,0.00,0.94,0.53,0.58,0.00,2.06,0.00,0.13,0.00,1.21,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
277,0,18.400,0.98,1,-48.1,19.3,408.1,-0.079,-0.092,-0.042,0.76,0.83,0.40,0.78,0.30,0.27,0.00,0.00,0.83,0.65,0.55,0.00,1.90,0.00,0.05,0.00,1.01,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
278,0,18.467,0.98,1,-48.4,19.7,408.1,-0.077,-0.094,-0.041,0.85,0.92,0.34,0.59,0.15,0.00,0.00,0.00,0.66,0.34,0.60,0.00,1.72,0.00,0.03,0.00,0.92,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
279,0,18.533,0.98,1,-48.4,20.1,407.6,-0.074,-0.091,-0.041,0.95,0.99,0.31,0.12,0.04,0.00,0.00,0.00,0.38,0.14,0.63,0.00,2.00,0.00,0.00,0.00,0.86,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
280,0,18.600,0.98,1,-48.4,20.2,406.6,-0.076,-0.090,-0.042,0.91,1.11,0.40,0.52,0.00,0.17,0.00,0.00,0.32,0.00,0.65,0.00,1.78,0.00,0.00,0.00,0.54,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
281,0,18.667,0.98,1,-48.1,20.3,406.2,-0.080,-0.088,-0.044,1.03,1.22,0.33,0.36,0.00,0.00,0.00,0.00,0.24,0.00,0.51,0.00,1.88,0.00,0.00,0.00,0.50,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
282,0,18.733,0.98,1,-48.0,20.8,408.6,-0.081,-0.092,-0.047,1.50,1.55,0.56,0.55,0.05,0.61,0.00,0.00,0.27,0.00,0.70,0.00,1.93,0.00,0.16,0.00,1.92,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
283,0,18.800,0.98,1,-48.0,21.3,409.8,-0.090,-0.091,-0.051,1.22,1.78,0.56,0.82,0.00,0.06,0.00,0.00,0.15,0.00,0.75,0.00,1.67,0.00,0.11,0.00,3.43,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
284,0,18.867,0.98,1,-47.7,20.7,408.2,-0.085,-0.086,-0.049,1.09,1.31,0.35,0.02,0.00,0.43,0.00,0.00,0.10,0.00,0.69,0.00,1.91,0.00,0.15,0.00,1.91,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
285,0,18.933,0.98,1,-47.4,20.5,406.0,-0.083,-0.086,-0.049,1.16,1.30,0.38,0.00,0.00,0.42,0.00,0.00,0.05,0.00,0.70,0.00,1.90,0.00,0.02,0.00,0.94,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
286,0,19.000,0.98,1,-47.4,20.4,405.9,-0.081,-0.085,-0.049,0.95,1.22,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.00,2.16,0.00,0.04,0.00,0.68,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
287,0,19.067,0.98,1,-47.2,20.2,405.8,-0.082,-0.085,-0.050,1.03,1.29,0.41,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.46,0.00,2.15,0.00,0.03,0.00,0.51,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
288,0,19.133,0.98,1,-47.1,19.9,405.7,-0.084,-0.086,-0.047,1.02,1.43,0.50,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.50,0.00,2.03,0.00,0.00,0.00,0.57,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
