frame,face_id,timestamp,confidence,success,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
69,0,4.533,0.98,1,-9.4,9.5,325.3,-0.015,-0.035,0.018,1.23,1.12,0.82,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.56,0.00,1.76,0.00,0.37,0.00,0.13,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
70,0,4.600,0.98,1,-9.5,9.2,325.0,-0.019,-0.038,0.016,1.40,1.21,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.62,0.00,1.91,0.00,0.28,0.05,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
71,0,4.667,0.98,1,-9.9,9.3,324.0,-0.016,-0.039,0.012,1.28,1.07,0.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,1.91,0.00,0.35,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
72,0,4.733,0.98,1,-10.8,9.5,323.6,-0.013,-0.032,0.012,1.31,0.97,0.57,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,2.22,0.00,0.43,0.15,0.10,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
73,0,4.800,0.98,1,-11.8,9.5,323.4,-0.012,-0.030,0.010,1.08,0.97,0.89,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,2.24,0.00,0.25,0.00,0.06,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
74,0,4.867,0.98,1,-12.8,9.5,322.4,-0.018,-0.028,0.007,1.21,1.05,0.77,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.00,2.27,0.00,0.10,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
75,0,4.933,0.98,1,-13.4,9.4,322.8,-0.024,-0.025,0.002,1.49,1.28,0.82,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.00,2.10,0.00,0.11,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
76,0,5.000,0.98,1,-14.1,9.6,323.1,-0.024,-0.023,0.002,1.29,1.02,1.12,0.51,0.00,0.08,0.00,0.00,0.00,0.00,0.42,0.00,1.99,0.00,0.00,0.00,0.02,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
77,0,5.067,0.98,1,-14.2,9.6,323.2,-0.026,-0.022,0.001,1.35,0.92,1.12,0.44,0.00,0.06,0.00,0.00,0.00,0.00,0.45,0.00,1.86,0.00,0.00,0.00,0.01,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
78,0,5.133,0.98,1,-14.1,9.7,323.7,-0.021,-0.020,0.001,1.36,1.04,1.21,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.00,2.10,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
79,0,5.200,0.98,1,-14.2,9.8,324.1,-0.018,-0.019,0.001,1.31,0.95,1.19,0.63,0.00,0.02,0.00,0.00,0.00,0.00,0.36,0.00,2.13,0.00,0.01,0.10,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
80,0,5.267,0.98,1,-14.2,9.8,323.7,-0.016,-0.019,0.002,1.36,0.98,1.27,0.65,0.00,0.08,0.00,0.00,0.00,0.00,0.36,0.00,2.29,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
81,0,5.333,0.98,1,-14.4,9.8,324.6,-0.021,-0.015,0.002,1.32,0.90,1.35,0.62,0.00,0.45,0.00,0.00,0.00,0.00,0.32,0.00,2.04,0.00,0.06,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
82,0,5.400,0.98,1,-14.5,9.7,325.1,-0.020,-0.014,0.002,1.35,1.00,1.26,0.46,0.00,0.37,0.00,0.00,0.00,0.00,0.37,0.00,2.15,0.00,0.08,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
83,0,5.467,0.98,1,-14.5,9.7,325.0,-0.021,-0.013,0.002,1.46,1.06,1.38,0.42,0.00,0.41,0.00,0.00,0.00,0.00,0.37,0.00,2.18,0.00,0.08,0.08,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
84,0,5.533,0.98,1,-14.4,9.7,325.0,-0.022,-0.010,0.002,1.35,1.08,1.27,0.46,0.00,0.41,0.00,0.00,0.00,0.00,0.40,0.00,2.27,0.00,0.15,0.00,0.05,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
85,0,5.600,0.98,1,-14.4,9.7,324.3,-0.020,-0.011,0.002,1.59,1.12,1.52,0.40,0.00,0.53,0.00,0.00,0.00,0.00,0.27,0.00,2.00,0.00,0.08,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
86,0,5.667,0.98,1,-14.4,9.7,324.3,-0.022,-0.009,0.002,1.48,1.02,1.44,0.49,0.00,0.21,0.00,0.00,0.00,0.00,0.28,0.00,2.09,0.00,0.07,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
87,0,5.733,0.98,1,-14.2,9.8,324.1,-0.026,-0.012,0.003,1.52,1.13,1.52,0.55,0.00,0.30,0.00,0.00,0.00,0.00,0.32,0.00,2.10,0.00,0.02,0.00,0.00,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
88,0,5.800,0.98,1,-14.2,9.9,324.3,-0.028,-0.012,0.002,1.51,1.06,1.34,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.00,2.06,0.00,0.00,0.00,0.03,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
